parent;type;Attribute 1 Name;Attribute 1 Value(s);Attribute 1 Visible;Attribute 2 Name;Attribute 2 Value(s);Attribute 2 Visible;Attribute 3 Name;Attribute 3 Value(s);Attribute 3 Visible;Attribute 4 Name;Attribute 4 Value(s);Attribute 4 Visible;Attribute 5 Name;Attribute 5 Value(s);Attribute 5 Visible;Attribute 6 Name;Attribute 6 Value(s);Attribute 6 Visible;Attribute 7 Name;Attribute 7 Value(s);Attribute 7 Visible;Attribute 8 Name;Attribute 8 Value(s);Attribute 8 Visible;Attribute 9 Name;Attribute 9 Value(s);Attribute 9 Visible;Attribute 10 Name;Attribute 10 Value(s);Attribute 10 Visible;Attribute 11 Name;Attribute 11 Value(s);Attribute 11 Visible;Имя;Цена;Images;Categories;SKU;Tags;Tax class;В наличии?
51454;variation;;;;Размер;54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1540;;;51455;;;1
51454;variation;;;;Размер;56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1540;;;51456;;;1
51454;variation;;;;Размер;58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1540;;;51457;;;1
51454;variation;;;;Размер;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1540;;;51458;;;1
51454;variation;;;;Размер;62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1540;;;51459;;;1
51454;variation;;;;Размер;64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1540;;;51460;;;1
58550;variable;Пол;Женщинам;1;Размер;54, 56, 58, 60, 62, 64;1;Характеристики;;0;Сезонность;;0;Эластичность;Да;1;Состав;Трикотаж;1;Размерность;;0;Длина;;0;Страна;Турция;1;Оптовая цена;;0;Стиль;;0;Костюм;;https://sun9-84.userapi.com/sun9-59/impg/JoWCBBSxzHBDfg3C6OBrSBhOCLF6vM1jHG09yQ/uuycueVs59s.jpg?size=413x604&amp&quality=96&amp&sign=ce07bee8c73606640db6bf6f9968627f&amp&type=album;Интернет-магазин Садовод,Интернет-магазин Садовод>Женская одежда,Интернет-магазин Садовод>Женская одежда>Повседневная одежда,Интернет-магазин Садовод>Женская одежда>Повседневная одежда>Костюмы;58550;Костюм;УСН 6%;1
58550;variation;;;;Размер;54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1540;;;58551;;;1
58550;variation;;;;Размер;56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1540;;;58552;;;1
58550;variation;;;;Размер;58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1540;;;58553;;;1
58550;variation;;;;Размер;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1540;;;58554;;;1
58550;variation;;;;Размер;62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1540;;;58555;;;1
58550;variation;;;;Размер;64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1540;;;58556;;;1
63495;variable;Пол;Женщинам;1;Размер;44, 46, 48, 50, 52, 54;1;Характеристики;;0;Сезонность;;0;Эластичность;;0;Состав;Крепун;1;Размерность;;0;Длина;;0;Страна;;0;Оптовая цена;;0;Стиль;;0;Кофта;;https://sun9-84.userapi.com/sun9-42/impg/5qXTtT_Z70LhD857vl8p-c1CVw6GAklN--cG2A/5DS59NGvxfE.jpg?size=483x604&amp&quality=96&amp&sign=eaba939bb14830913b7484ea2b6eda34&amp&type=album;Интернет-магазин Садовод,Интернет-магазин Садовод>Женская одежда,Интернет-магазин Садовод>Женская одежда>Повседневная одежда,Интернет-магазин Садовод>Женская одежда>Повседневная одежда>Блузки и кофточки;63495;Кофта;УСН 6%;1
63495;variation;;;;Размер;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;630;;;63496;;;1
63495;variation;;;;Размер;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;630;;;63497;;;1
63495;variation;;;;Размер;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;630;;;63498;;;1
63495;variation;;;;Размер;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;630;;;63499;;;1
63495;variation;;;;Размер;52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;630;;;63500;;;1
63495;variation;;;;Размер;54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;630;;;63501;;;1
67823;variable;Пол;Женщинам;1;Размер;44, 46, 48, 50, 52, 54;1;Характеристики;;0;Сезонность;;0;Эластичность;;0;Состав;Крепун;1;Размерность;;0;Длина;;0;Страна;;0;Оптовая цена;;0;Стиль;;0;Кофта;;https://sun9-84.userapi.com/sun9-58/impg/2GVCtgVlbK53EXzHNXJndYu6YjHwuOADa3t36w/hUR8cwS9wdk.jpg?size=483x604&amp&quality=96&amp&sign=4822f278b13fb0770342fa59a6e1c68b&amp&type=album;Интернет-магазин Садовод,Интернет-магазин Садовод>Женская одежда,Интернет-магазин Садовод>Женская одежда>Повседневная одежда,Интернет-магазин Садовод>Женская одежда>Повседневная одежда>Блузки и кофточки;67823;Кофта;УСН 6%;1
67823;variation;;;;Размер;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;630;;;67824;;;1
67823;variation;;;;Размер;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;630;;;67825;;;1
67823;variation;;;;Размер;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;630;;;67826;;;1
67823;variation;;;;Размер;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;630;;;67827;;;1
67823;variation;;;;Размер;52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;630;;;67828;;;1
67823;variation;;;;Размер;54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;630;;;67829;;;1
83191;variable;Пол;Женщинам;1;Размер;44, 46, 48, 50, 52, 54;1;Характеристики;;0;Сезонность;;0;Эластичность;;0;Состав;Крепун;1;Размерность;;0;Длина;;0;Страна;;0;Оптовая цена;;0;Стиль;;0;Кофта;;https://sun9-84.userapi.com/sun9-64/impg/tDxmokxCc7OmjuehI1c5Ogp-nitBJOYovm479w/BMpIka6ll88.jpg?size=604x480&amp&quality=96&amp&sign=9f72b311afc708e7e1d1892a9b01075f&amp&type=album;Интернет-магазин Садовод,Интернет-магазин Садовод>Женская одежда,Интернет-магазин Садовод>Женская одежда>Повседневная одежда,Интернет-магазин Садовод>Женская одежда>Повседневная одежда>Блузки и кофточки;83191;Кофта;УСН 6%;1
83191;variation;;;;Размер;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;630;;;83192;;;1
83191;variation;;;;Размер;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;630;;;83193;;;1
83191;variation;;;;Размер;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;630;;;83194;;;1
83191;variation;;;;Размер;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;630;;;83195;;;1
83191;variation;;;;Размер;52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;630;;;83196;;;1
83191;variation;;;;Размер;54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;630;;;83197;;;1
81272;variable;Пол;Женщинам;1;Размер;42, 44, 46, 48;1;Характеристики;;0;Сезонность;;0;Эластичность;;0;Состав;;0;Размерность;;0;Длина;;0;Страна;;0;Оптовая цена;;0;Стиль;;0;Блуза;;https://sun9-84.userapi.com/sun9-13/impg/4RZbo9m4TMEO_6lYB7enpY22g6TRVgZ2_bYKAQ/GVn6VwDzcdc.jpg?size=454x604&amp&quality=96&amp&sign=6046ca97cee4d209795d6000d2c67684&amp&type=album;Интернет-магазин Садовод,Интернет-магазин Садовод>Женская одежда,Интернет-магазин Садовод>Женская одежда>Повседневная одежда,Интернет-магазин Садовод>Женская одежда>Повседневная одежда>Блузки и кофточки;81272;Блуза;УСН 6%;1
81272;variation;;;;Размер;42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;420;;;81273;;;1
81272;variation;;;;Размер;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;420;;;81274;;;1
81272;variation;;;;Размер;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;420;;;81275;;;1
81272;variation;;;;Размер;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;420;;;81276;;;1
98298;variable;Пол;Женщинам;1;Размер;42, 44, 46, 48;1;Характеристики;;0;Сезонность;;0;Эластичность;;0;Состав;;0;Размерность;;0;Длина;;0;Страна;;0;Оптовая цена;;0;Стиль;;0;Блуза;;https://sun9-84.userapi.com/sun9-78/impg/pDmm6vd9PU16Dl_VGk07BpneZSl1YgDH8oCsTQ/CxM9gyeePuM.jpg?size=451x604&amp&quality=96&amp&sign=593e19e3745118526fbcf6b8350d9cbd&amp&type=album;Интернет-магазин Садовод,Интернет-магазин Садовод>Женская одежда,Интернет-магазин Садовод>Женская одежда>Повседневная одежда,Интернет-магазин Садовод>Женская одежда>Повседневная одежда>Блузки и кофточки;98298;Блуза;УСН 6%;1
98298;variation;;;;Размер;42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;420;;;98299;;;1
98298;variation;;;;Размер;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;420;;;98300;;;1
98298;variation;;;;Размер;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;420;;;98301;;;1
98298;variation;;;;Размер;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;420;;;98302;;;1
69302;variable;Пол;Женщинам;1;Размер;42, 44, 46, 48;1;Характеристики;;0;Сезонность;;0;Эластичность;;0;Состав;;0;Размерность;;0;Длина;;0;Страна;;0;Оптовая цена;;0;Стиль;;0;Блуза;;https://sun9-84.userapi.com/sun9-10/impg/xeG-ZmjryN7iJVnGQw6dDZP1ZeW81jG9cAFRhQ/mmQBFHLolVE.jpg?size=455x604&amp&quality=96&amp&sign=19311401f4daabde040ed4557019c8bf&amp&type=album;Интернет-магазин Садовод,Интернет-магазин Садовод>Женская одежда,Интернет-магазин Садовод>Женская одежда>Повседневная одежда,Интернет-магазин Садовод>Женская одежда>Повседневная одежда>Блузки и кофточки;69302;Блуза;УСН 6%;1
69302;variation;;;;Размер;42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;420;;;69303;;;1
69302;variation;;;;Размер;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;420;;;69304;;;1
69302;variation;;;;Размер;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;420;;;69305;;;1
69302;variation;;;;Размер;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;420;;;69306;;;1
27322;variable;Пол;Женщинам;1;Размер;46, 48, 50, 52, 54, 56;1;Характеристики;;0;Сезонность;;0;Эластичность;;0;Состав;;0;Размерность;;0;Длина;;0;Страна;;0;Оптовая цена;;0;Стиль;;0;Платье;;https://sun9-84.userapi.com/sun9-59/impg/oazxKuPXC-zWR6hRrjg14WGS_hn7Wdsk5JTdLA/WTS_wuYVmkQ.jpg?size=604x604&amp&quality=96&amp&sign=87c9240be1ed55dca58482b185e538b6&amp&type=album;Интернет-магазин Садовод,Интернет-магазин Садовод>Женская одежда,Интернет-магазин Садовод>Женская одежда>Повседневная одежда,Интернет-магазин Садовод>Женская одежда>Повседневная одежда>Платья;27322;Платье;УСН 6%;1
27322;variation;;;;Размер;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;980;;;27323;;;1
27322;variation;;;;Размер;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;980;;;27324;;;1
27322;variation;;;;Размер;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;980;;;27325;;;1
27322;variation;;;;Размер;52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;980;;;27326;;;1
27322;variation;;;;Размер;54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;980;;;27327;;;1
27322;variation;;;;Размер;56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;980;;;27328;;;1
32063;variable;Пол;Женщинам;1;Размер;46, 48, 50, 52, 54, 56;1;Характеристики;;0;Сезонность;;0;Эластичность;;0;Состав;;0;Размерность;;0;Длина;;0;Страна;;0;Оптовая цена;;0;Стиль;;0;Платье;;https://sun9-84.userapi.com/sun9-79/impg/juAMFbVvrxikwjaECe6x6IU7YR0u4B_wT7f4AQ/PZJViUT6KXg.jpg?size=604x604&amp&quality=96&amp&sign=96a8161e70074febe5170c0047adff28&amp&type=album;Интернет-магазин Садовод,Интернет-магазин Садовод>Женская одежда,Интернет-магазин Садовод>Женская одежда>Повседневная одежда,Интернет-магазин Садовод>Женская одежда>Повседневная одежда>Платья;32063;Платье;УСН 6%;1
32063;variation;;;;Размер;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;980;;;32064;;;1
32063;variation;;;;Размер;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;980;;;32065;;;1
32063;variation;;;;Размер;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;980;;;32066;;;1
32063;variation;;;;Размер;52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;980;;;32067;;;1
32063;variation;;;;Размер;54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;980;;;32068;;;1
32063;variation;;;;Размер;56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;980;;;32069;;;1
54503;variable;Пол;Женщинам;1;Размер;44, 46, 48, 50;1;Характеристики;;0;Сезонность;;0;Эластичность;;0;Состав;;0;Размерность;В размер;1;Длина;90;1;Страна;;0;Оптовая цена;;0;Стиль;;0;Манто;;https://sun9-84.userapi.com/sun9-66/impg/J6AU587dJokeY8ZuqxQqB2-_Co48c1VDhYXF7Q/tdVqzvKFwhY.jpg?size=522x604&amp&quality=96&amp&sign=6a2b65ec1f0beea0aaa67c87e9d4536d&amp&type=album;Интернет-магазин Садовод,Интернет-магазин Садовод>Женская одежда,Интернет-магазин Садовод>Женская одежда>Верхняя одежда,Интернет-магазин Садовод>Женская одежда>Верхняя одежда>Пальто;54503;Манто;УСН 6%;1
54503;variation;;;;Размер;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;910;;;54504;;;1
54503;variation;;;;Размер;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;910;;;54505;;;1
54503;variation;;;;Размер;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;910;;;54506;;;1
54503;variation;;;;Размер;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;910;;;54507;;;1
37139;variable;Пол;Женщинам;1;Размер;44, 46, 48, 50;1;Характеристики;;0;Сезонность;;0;Эластичность;;0;Состав;;0;Размерность;В размер;1;Длина;90;1;Страна;;0;Оптовая цена;;0;Стиль;;0;Манто;;https://sun9-84.userapi.com/sun9-58/impg/LauH-9uFettD__cvqMfVLsIELaENgIUSaUzxDg/MAmybZLugZs.jpg?size=105x130&amp&quality=96&amp&sign=b195a2d3586c729591877ab729b79f8a&amp&type=album;Интернет-магазин Садовод,Интернет-магазин Садовод>Женская одежда,Интернет-магазин Садовод>Женская одежда>Верхняя одежда,Интернет-магазин Садовод>Женская одежда>Верхняя одежда>Пальто;37139;Манто;УСН 6%;1
37139;variation;;;;Размер;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;910;;;37140;;;1
37139;variation;;;;Размер;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;910;;;37141;;;1
37139;variation;;;;Размер;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;910;;;37142;;;1
37139;variation;;;;Размер;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;910;;;37143;;;1
80842;variable;Пол;Женщинам;1;Размер;44, 46, 48, 50;1;Характеристики;;0;Сезонность;;0;Эластичность;;0;Состав;;0;Размерность;В размер;1;Длина;90;1;Страна;;0;Оптовая цена;;0;Стиль;;0;Манто;;https://sun9-84.userapi.com/sun9-28/impg/g0xvg10arPJu5HdhomGctTZkh1l3fkgXspwnUQ/6MDybHppq-w.jpg?size=116x130&amp&quality=96&amp&sign=d4408d2a7967f8eabe5b0d28f33c2a2f&amp&type=album;Интернет-магазин Садовод,Интернет-магазин Садовод>Женская одежда,Интернет-магазин Садовод>Женская одежда>Верхняя одежда,Интернет-магазин Садовод>Женская одежда>Верхняя одежда>Пальто;80842;Манто;УСН 6%;1
80842;variation;;;;Размер;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;910;;;80843;;;1
80842;variation;;;;Размер;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;910;;;80844;;;1
80842;variation;;;;Размер;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;910;;;80845;;;1
80842;variation;;;;Размер;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;910;;;80846;;;1
81661;variable;Пол;Женщинам;1;Размер;44, 46, 48, 50;1;Характеристики;;0;Сезонность;;0;Эластичность;;0;Состав;;0;Размерность;В размер;1;Длина;90;1;Страна;;0;Оптовая цена;;0;Стиль;;0;Манто;;https://sun9-84.userapi.com/sun9-63/impg/dlYfM_Yhfv7-Ys4j0GN5LBQQ7hQ4jR22Jh9OAw/nFFKkmy6074.jpg?size=105x130&amp&quality=96&amp&sign=60fd1043c47ae4dc53cd223cab3863fd&amp&type=album;Интернет-магазин Садовод,Интернет-магазин Садовод>Женская одежда,Интернет-магазин Садовод>Женская одежда>Верхняя одежда,Интернет-магазин Садовод>Женская одежда>Верхняя одежда>Пальто;81661;Манто;УСН 6%;1
81661;variation;;;;Размер;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;910;;;81662;;;1
81661;variation;;;;Размер;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;910;;;81663;;;1
81661;variation;;;;Размер;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;910;;;81664;;;1
81661;variation;;;;Размер;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;910;;;81665;;;1
11497;variable;Пол;Женщинам;1;Размер;42, 44, 46, 48, 50, 52;1;Характеристики;;0;Сезонность;;0;Эластичность;;0;Состав;;0;Размерность;;0;Длина;125;1;Страна;Сингапур;1;Оптовая цена;;0;Стиль;;0;Платье;;https://sun9-84.userapi.com/sun9-57/impg/FdZOQpN57_s11q0vQQFmcvHYp69thZE9XNXnLA/JPpcDhc72nw.jpg?size=494x604&amp&quality=96&amp&sign=41d8e1ae9e1a2c50218b634fbebf5790&amp&type=album;Интернет-магазин Садовод,Интернет-магазин Садовод>Женская одежда,Интернет-магазин Садовод>Женская одежда>Повседневная одежда,Интернет-магазин Садовод>Женская одежда>Повседневная одежда>Платья;11497;Платье;УСН 6%;1
11497;variation;;;;Размер;42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;490;;;11498;;;1
11497;variation;;;;Размер;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;490;;;11499;;;1
11497;variation;;;;Размер;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;490;;;11500;;;1
11497;variation;;;;Размер;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;490;;;11501;;;1
11497;variation;;;;Размер;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;490;;;11502;;;1
11497;variation;;;;Размер;52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;490;;;11503;;;1
25903;variable;Пол;Женщинам;1;Размер;42, 44, 46, 48, 50, 52;1;Характеристики;;0;Сезонность;;0;Эластичность;;0;Состав;;0;Размерность;;0;Длина;125;1;Страна;Сингапур;1;Оптовая цена;;0;Стиль;;0;Платье;;https://sun9-84.userapi.com/sun9-38/impg/93GFBwrhar65REOZjDJpj1_en0c3pmXsdjuoQw/P7QXcx3ZFTs.jpg?size=106x130&amp&quality=96&amp&sign=c0ea3668b4e6fa23105a2ec41852344d&amp&type=album;Интернет-магазин Садовод,Интернет-магазин Садовод>Женская одежда,Интернет-магазин Садовод>Женская одежда>Повседневная одежда,Интернет-магазин Садовод>Женская одежда>Повседневная одежда>Платья;25903;Платье;УСН 6%;1
25903;variation;;;;Размер;42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;490;;;25904;;;1
25903;variation;;;;Размер;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;490;;;25905;;;1
25903;variation;;;;Размер;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;490;;;25906;;;1
25903;variation;;;;Размер;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;490;;;25907;;;1
25903;variation;;;;Размер;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;490;;;25908;;;1
25903;variation;;;;Размер;52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;490;;;25909;;;1
16593;variable;Пол;Женщинам;1;Размер;42, 44, 46, 48, 50, 52;1;Характеристики;;0;Сезонность;;0;Эластичность;;0;Состав;;0;Размерность;;0;Длина;125;1;Страна;Сингапур;1;Оптовая цена;;0;Стиль;;0;Платье;;https://sun9-84.userapi.com/sun9-55/impg/5rOWeDeg2pNWkObOsE1uaP5gTwgGXm_NjiDBjA/GV5ifHbXSWo.jpg?size=106x130&amp&quality=96&amp&sign=f71e7ffb1d5b0c6ff28e65fbe20311da&amp&type=album;Интернет-магазин Садовод,Интернет-магазин Садовод>Женская одежда,Интернет-магазин Садовод>Женская одежда>Повседневная одежда,Интернет-магазин Садовод>Женская одежда>Повседневная одежда>Платья;16593;Платье;УСН 6%;1
16593;variation;;;;Размер;42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;490;;;16594;;;1
16593;variation;;;;Размер;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;490;;;16595;;;1
16593;variation;;;;Размер;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;490;;;16596;;;1
16593;variation;;;;Размер;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;490;;;16597;;;1
16593;variation;;;;Размер;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;490;;;16598;;;1
16593;variation;;;;Размер;52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;490;;;16599;;;1
20406;variable;Пол;Женщинам;1;Размер;42, 44, 46, 48, 50, 52;1;Характеристики;;0;Сезонность;;0;Эластичность;;0;Состав;;0;Размерность;;0;Длина;125;1;Страна;Сингапур;1;Оптовая цена;;0;Стиль;;0;Платье;;https://sun9-84.userapi.com/sun9-20/impg/p9LkpTxj7QXM2xaYK9qywEf36aS6FVPYt_d6nA/2gL-Y0fEK0o.jpg?size=97x130&amp&quality=96&amp&sign=a2cb9bda49c5d1482f7da770783f05a2&amp&type=album;Интернет-магазин Садовод,Интернет-магазин Садовод>Женская одежда,Интернет-магазин Садовод>Женская одежда>Повседневная одежда,Интернет-магазин Садовод>Женская одежда>Повседневная одежда>Платья;20406;Платье;УСН 6%;1
20406;variation;;;;Размер;42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;490;;;20407;;;1
20406;variation;;;;Размер;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;490;;;20408;;;1
20406;variation;;;;Размер;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;490;;;20409;;;1
20406;variation;;;;Размер;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;490;;;20410;;;1
20406;variation;;;;Размер;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;490;;;20411;;;1
20406;variation;;;;Размер;52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;490;;;20412;;;1
69373;variable;Пол;Женщинам;1;Размер;52, 54, 56, 58, 60, 62;1;Характеристики;;0;Сезонность;;0;Эластичность;;0;Состав;Барби;1;Размерность;;0;Длина;;0;Страна;;0;Оптовая цена;;0;Стиль;;0;Платье;;https://sun9-84.userapi.com/sun9-2/impg/5rGcSuxcVLGvXAlEz8RtRg3wm8pr8sBRcnTZAQ/3Jv8QMB8Ec0.jpg?size=583x604&amp&quality=96&amp&sign=226bd6d461715ff0d3268a64a49bfddf&amp&type=album;Интернет-магазин Садовод,Интернет-магазин Садовод>Женская одежда,Интернет-магазин Садовод>Женская одежда>Повседневная одежда,Интернет-магазин Садовод>Женская одежда>Повседневная одежда>Платья;69373;Платье;УСН 6%;1
69373;variation;;;;Размер;52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;910;;;69374;;;1
69373;variation;;;;Размер;54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;910;;;69375;;;1
69373;variation;;;;Размер;56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;910;;;69376;;;1
69373;variation;;;;Размер;58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;910;;;69377;;;1
69373;variation;;;;Размер;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;910;;;69378;;;1
69373;variation;;;;Размер;62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;910;;;69379;;;1
28106;variable;Пол;Женщинам;1;Размер;52, 54, 56, 58, 60, 62;1;Характеристики;;0;Сезонность;;0;Эластичность;;0;Состав;Барби;1;Размерность;;0;Длина;;0;Страна;;0;Оптовая цена;;0;Стиль;;0;Платье;;https://sun9-84.userapi.com/sun9-15/impg/O8r0qplu0KRyNYLqEfl_x-etRWl621Zm2gGVTw/tUOdT0D0TJE.jpg?size=593x604&amp&quality=96&amp&sign=efbdb9bfccb785ac09c7346beadce8dc&amp&type=album;Интернет-магазин Садовод,Интернет-магазин Садовод>Женская одежда,Интернет-магазин Садовод>Женская одежда>Повседневная одежда,Интернет-магазин Садовод>Женская одежда>Повседневная одежда>Платья;28106;Платье;УСН 6%;1
28106;variation;;;;Размер;52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;910;;;28107;;;1
28106;variation;;;;Размер;54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;910;;;28108;;;1
28106;variation;;;;Размер;56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;910;;;28109;;;1
28106;variation;;;;Размер;58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;910;;;28110;;;1
28106;variation;;;;Размер;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;910;;;28111;;;1
28106;variation;;;;Размер;62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;910;;;28112;;;1
40146;variable;Пол;Женщинам;1;Размер;50, 52, 54, 56, 58, 60;1;Характеристики;;0;Сезонность;;0;Эластичность;Да;1;Состав;Трикотаж;1;Размерность;В размер;1;Длина;;0;Страна;;0;Оптовая цена;;0;Стиль;;0;Платье;;https://sun9-84.userapi.com/sun9-4/impg/KF5PbfLYdXSNLn3asJ5raeb2ta8oHCx8IKGRNg/DZAmFOe5fvA.jpg?size=403x604&amp&quality=96&amp&sign=4b619327ba2b2027b860269fa3fbee1b&amp&type=album;Интернет-магазин Садовод,Интернет-магазин Садовод>Женская одежда,Интернет-магазин Садовод>Женская одежда>Повседневная одежда,Интернет-магазин Садовод>Женская одежда>Повседневная одежда>Платья;40146;Платье;УСН 6%;1
40146;variation;;;;Размер;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;980;;;40147;;;1
40146;variation;;;;Размер;52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;980;;;40148;;;1
40146;variation;;;;Размер;54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;980;;;40149;;;1
40146;variation;;;;Размер;56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;980;;;40150;;;1
40146;variation;;;;Размер;58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;980;;;40151;;;1
40146;variation;;;;Размер;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;980;;;40152;;;1
